,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
299,299,0.887,0.887,0.974,0.887,0.887,0.902,0.710,0.887,0.968,0.887,0.974,0.887,0.887,0.887,0.614,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.753,0.887,0.893,0.887,0.968,0.968,0.887,0.887,0.887,0.887,0.887,0.887,0.753,0.887,0.745,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.753,0.887,0.887,0.887,0.887,0.887,0.887
300,300,0.967,0.967,0.993,0.967,0.967,0.966,0.967,0.967,0.967,0.967,0.990,0.957,0.772,0.772,0.965,0.772,0.967,0.967,0.966,0.967,0.967,0.983,0.967,0.967,0.917,0.967,0.929,0.967,0.967,0.986,0.967,0.780,0.772,0.967,0.780,0.967,0.832,0.905,0.832,0.967,0.967,0.954,0.979,0.967,0.967,0.975,0.967,0.966,0.956,0.954,0.930,0.777,0.777,0.967,0.602,0.855,0.967,0.780,0.956,0.780,0.967
301,301,0.935,0.935,0.982,0.935,0.935,0.975,0.690,0.935,0.935,0.935,0.982,0.950,0.935,0.935,0.976,0.935,0.935,0.935,0.950,0.935,0.935,0.975,0.935,0.935,0.914,0.935,0.630,0.935,0.690,0.809,0.935,0.935,0.935,0.935,0.935,0.935,0.793,0.935,0.809,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.719,0.686,0.935,0.793,0.647,0.719,0.935,0.935,0.935,0.935
302,302,0.984,0.984,0.984,0.985,0.927,0.984,0.858,0.985,0.984,0.927,0.984,0.984,0.984,0.984,0.975,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.985,0.984,0.984,0.984,0.972,0.927,0.858,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.942,0.984,0.976,0.984,0.984,0.984,0.927,0.984,0.984,0.984,0.984,0.937,0.984,0.984,0.984,0.945,0.984,0.857,0.950,0.875,0.945,0.984,0.984,0.984,0.984
303,303,0.618,0.618,0.838,0.618,0.618,0.733,0.602,0.618,0.618,0.618,0.838,0.618,0.618,0.618,0.395,0.618,0.618,0.618,0.618,0.618,0.618,0.841,0.618,0.598,0.802,0.597,0.618,0.618,0.598,0.831,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.488,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.735,0.618,0.618,0.618,0.618,0.618,0.618
304,304,0.629,0.629,0.885,0.629,0.629,0.942,0.722,0.629,0.629,0.629,0.779,0.629,0.608,0.643,0.629,0.643,0.629,0.629,0.629,0.629,0.629,0.897,0.629,0.629,0.777,0.629,0.629,0.788,0.629,0.872,0.629,0.852,0.643,0.629,0.361,0.788,0.805,0.643,0.629,0.629,0.629,0.925,0.925,0.819,0.347,0.719,0.489,0.629,0.838,0.719,0.719,0.722,0.912,0.780,0.629,0.780,0.818,0.347,0.719,0.629,0.629
305,305,0.975,0.975,0.975,0.975,0.975,0.975,0.820,0.975,0.975,0.950,0.975,0.975,0.975,0.975,0.966,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.812,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.800,0.975,0.967,0.975,0.975,0.975,0.789,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.820,0.820,0.782,0.796,0.787,0.975,0.975,0.975,0.975
306,306,0.607,0.607,0.920,0.607,0.607,0.701,0.607,0.607,0.622,0.607,0.920,0.607,0.607,0.607,0.580,0.607,0.607,0.607,0.607,0.607,0.607,0.920,0.607,0.607,0.916,0.607,0.679,0.607,0.607,0.916,0.607,0.607,0.607,0.607,0.607,0.607,0.687,0.607,0.687,0.607,0.607,0.796,0.726,0.607,0.607,0.796,0.607,0.607,0.607,0.607,0.578,0.607,0.607,0.607,0.916,0.607,0.607,0.607,0.607,0.607,0.607
307,307,0.846,0.846,0.823,0.846,0.846,0.700,0.846,0.846,0.846,0.846,0.823,0.846,0.846,0.846,0.663,0.846,0.846,0.846,0.846,0.777,0.846,0.904,0.846,0.777,0.823,0.777,0.846,0.777,0.737,0.930,0.846,0.846,0.846,0.846,0.846,0.846,0.933,0.846,0.933,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.934,0.846,0.846,0.846,0.846,0.846,0.846
308,308,0.994,0.994,0.994,0.979,0.994,0.994,0.874,0.979,0.994,0.994,0.958,0.958,0.994,0.994,0.881,0.994,0.994,0.994,0.958,0.994,0.994,0.994,0.979,0.994,0.994,0.994,0.938,0.994,0.994,0.994,0.994,0.958,0.994,0.958,0.994,0.994,0.800,0.994,0.804,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.938,0.994,0.994,0.994,0.873,0.994,0.873,0.800,0.873,0.872,0.994,0.994,0.994,0.994
309,309,0.962,0.884,0.962,0.962,0.962,0.962,0.769,0.962,0.956,0.934,0.962,0.962,0.962,0.962,0.961,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.942,0.962,0.962,0.962,0.942,0.928,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.907,0.934,0.876,0.962,0.934,0.962,0.962,0.962,0.934,0.936,0.962,0.962,0.934,0.962,0.962,0.884,0.942,0.942,0.935,0.934,0.935,0.962,0.962,0.962,0.962
310,310,0.910,0.910,0.917,0.910,0.910,0.856,0.910,0.910,0.910,0.910,0.917,0.910,0.910,0.910,0.643,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.833,0.910,0.910,0.752,0.753,0.917,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.833,0.833,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.830,0.910,0.910,0.910,0.910,0.910,0.910
311,311,0.434,0.843,0.543,0.916,0.434,0.416,0.780,0.434,0.916,0.434,0.543,0.434,0.434,0.434,0.400,0.434,0.434,0.434,0.434,0.434,0.434,0.543,0.434,0.434,0.233,0.434,0.320,0.434,0.844,0.966,0.434,0.434,0.434,0.434,0.434,0.434,0.905,0.434,0.320,0.434,0.434,0.387,0.387,0.434,0.434,0.434,0.434,0.434,0.954,0.387,0.434,0.956,0.956,0.434,0.966,0.434,0.953,0.434,0.434,0.434,0.434
312,312,0.987,0.987,0.996,0.987,0.987,0.996,0.961,0.987,0.987,0.987,0.996,0.962,0.962,0.962,0.944,0.962,0.987,0.987,0.987,0.987,0.987,0.996,0.987,0.987,0.968,0.987,0.981,0.987,0.987,0.971,0.987,0.961,0.962,0.987,0.961,0.987,0.821,0.962,0.968,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.995,0.821,0.961,0.956,0.821,0.821,0.977,0.961,0.987,0.961,0.987
313,313,0.097,0.859,0.124,0.957,0.097,0.164,0.917,0.946,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.124,0.923,0.943,0.179,0.470,0.936,0.943,0.943,0.095,0.097,0.097,0.097,0.097,0.097,0.097,0.936,0.097,0.095,0.097,0.097,0.943,0.944,0.937,0.917,0.933,0.945,0.937,0.917,0.937,0.097,0.097,0.097,0.097,0.403,0.917,0.097,0.097,0.097,0.097,0.097
314,314,0.365,0.365,0.854,0.365,0.365,0.975,0.803,0.365,0.365,0.365,0.854,0.365,0.365,0.365,0.764,0.365,0.365,0.365,0.365,0.365,0.365,0.854,0.365,0.365,0.842,0.365,0.365,0.365,0.365,0.892,0.365,0.365,0.365,0.365,0.365,0.365,0.774,0.365,0.365,0.365,0.365,0.842,0.842,0.365,0.365,0.803,0.365,0.365,0.365,0.803,0.365,0.365,0.803,0.365,0.803,0.365,0.365,0.365,0.365,0.365,0.365
315,315,0.810,0.810,0.910,0.810,0.810,0.956,0.810,0.810,0.810,0.810,0.909,0.508,0.517,0.508,0.914,0.508,0.810,0.810,0.715,0.810,0.810,0.910,0.810,0.810,0.906,0.810,0.895,0.810,0.810,0.906,0.810,0.530,0.508,0.810,0.530,0.810,0.813,0.810,0.569,0.810,0.810,0.870,0.948,0.810,0.810,0.775,0.810,0.715,0.705,0.808,0.756,0.514,0.514,0.810,0.555,0.810,0.810,0.530,0.524,0.530,0.810
316,316,0.897,0.897,0.962,0.897,0.523,0.934,0.872,0.897,0.897,0.523,0.962,0.454,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.962,0.897,0.549,0.962,0.897,0.897,0.549,0.652,0.962,0.897,0.458,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.458,0.897,0.958,0.652,0.897,0.897,0.727,0.470,0.897,0.470,0.897,0.897,0.489,0.897,0.470,0.897,0.897,0.897,0.897,0.897,0.897,0.897
317,317,0.028,0.028,0.474,0.028,0.028,0.882,0.111,0.028,0.031,0.028,0.474,0.028,0.028,0.028,0.142,0.028,0.028,0.028,0.034,0.028,0.028,0.124,0.028,0.111,0.344,0.028,0.032,0.028,0.111,0.474,0.028,0.028,0.028,0.028,0.028,0.028,0.037,0.028,0.424,0.028,0.028,0.028,0.125,0.189,0.028,0.028,0.028,0.189,0.028,0.192,0.040,0.028,0.028,0.028,0.042,0.028,0.028,0.028,0.028,0.028,0.028
318,318,0.986,0.986,0.986,0.986,0.986,0.959,0.770,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.960,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.834,0.986,0.834,0.984,0.834,0.834,0.984,0.986,0.986,0.986,0.986,0.986,0.834,0.960,0.986,0.984,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.834,0.986,0.986,0.836,0.834,0.834,0.986,0.986,0.986,0.986
319,319,0.974,0.974,0.974,0.974,0.974,0.974,0.784,0.974,0.974,0.888,0.835,0.835,0.974,0.974,0.704,0.974,0.974,0.974,0.835,0.974,0.974,0.974,0.974,0.770,0.974,0.974,0.974,0.749,0.777,0.974,0.974,0.835,0.974,0.835,0.974,0.974,0.585,0.974,0.820,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.594,0.615,0.737,0.714,0.974,0.744,0.974,0.974,0.974,0.974
320,320,0.350,0.350,0.815,0.350,0.350,0.901,0.397,0.350,0.350,0.350,0.360,0.365,0.350,0.350,0.752,0.350,0.350,0.350,0.365,0.350,0.350,0.832,0.350,0.356,0.833,0.356,0.350,0.350,0.356,0.815,0.350,0.350,0.350,0.350,0.350,0.350,0.415,0.350,0.814,0.350,0.350,0.832,0.832,0.350,0.350,0.832,0.350,0.424,0.832,0.350,0.350,0.356,0.385,0.350,0.415,0.350,0.374,0.350,0.350,0.350,0.350
321,321,0.940,0.940,0.944,0.940,0.940,0.909,0.736,0.940,0.940,0.837,0.944,0.940,0.940,0.940,0.922,0.940,0.940,0.940,0.940,0.940,0.940,0.944,0.940,0.840,0.821,0.823,0.927,0.817,0.840,0.927,0.940,0.940,0.940,0.940,0.940,0.940,0.927,0.940,0.927,0.940,0.940,0.821,0.733,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.681,0.940,0.681,0.826,0.681,0.681,0.940,0.940,0.940,0.940
322,322,0.906,0.906,0.906,0.906,0.840,0.906,0.818,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.958,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.839,0.906,0.906,0.811,0.839,0.839,0.811,0.906,0.906,0.906,0.906,0.906,0.906,0.808,0.906,0.808,0.906,0.906,0.906,0.841,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.837,0.906,0.906,0.906,0.906,0.906,0.906
323,323,0.860,0.860,0.860,0.860,0.737,0.818,0.831,0.860,0.860,0.807,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.831,0.860,0.800,0.860,0.812,0.831,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.831,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860,0.860
324,324,0.824,0.824,0.930,0.824,0.780,0.935,0.824,0.824,0.824,0.780,0.930,0.824,0.824,0.824,0.795,0.824,0.824,0.824,0.824,0.824,0.824,0.930,0.824,0.824,0.866,0.824,0.818,0.779,0.824,0.854,0.824,0.824,0.824,0.824,0.824,0.824,0.854,0.824,0.854,0.824,0.824,0.778,0.778,0.824,0.824,0.824,0.824,0.824,0.778,0.824,0.824,0.824,0.735,0.824,0.854,0.824,0.824,0.824,0.824,0.824,0.824
325,325,0.971,0.971,0.971,0.971,0.971,0.971,0.864,0.971,0.971,0.867,0.971,0.971,0.971,0.971,0.965,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.864,0.971,0.971,0.873,0.864,0.864,0.873,0.971,0.971,0.971,0.971,0.971,0.971,0.864,0.971,0.873,0.971,0.971,0.971,0.864,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.866,0.971,0.971,0.864,0.866,0.867,0.971,0.971,0.971,0.971
326,326,0.710,0.710,0.962,0.710,0.710,0.923,0.434,0.710,0.710,0.710,0.962,0.710,0.710,0.710,0.830,0.710,0.710,0.710,0.710,0.710,0.710,0.928,0.710,0.710,0.831,0.710,0.257,0.710,0.434,0.664,0.710,0.710,0.710,0.710,0.710,0.710,0.637,0.710,0.664,0.710,0.710,0.925,0.925,0.710,0.710,0.925,0.710,0.710,0.925,0.710,0.710,0.361,0.433,0.710,0.637,0.463,0.361,0.710,0.710,0.710,0.710
327,327,0.976,0.976,0.976,0.976,0.916,0.978,0.782,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.789,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.879,0.976,0.772,0.976,0.921,0.879,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.750,0.976,0.976,0.976,0.976,0.976,0.766,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.778,0.766,0.770,0.778,0.770,0.778,0.976,0.976,0.976,0.976
328,328,0.990,0.990,0.990,0.952,0.990,0.978,0.963,0.975,0.978,0.990,0.990,0.990,0.990,0.990,0.958,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.985,0.990,0.990,0.990,0.944,0.990,0.865,0.944,0.990,0.990,0.990,0.990,0.990,0.847,0.937,0.990,0.944,0.990,0.990,0.990,0.990,0.977,0.990,0.990,0.990,0.943,0.990,0.990,0.990,0.852,0.709,0.955,0.962,0.954,0.852,0.990,0.990,0.990,0.990
329,329,0.974,0.974,0.941,0.974,0.974,0.958,0.779,0.974,0.974,0.974,0.773,0.885,0.974,0.974,0.886,0.974,0.974,0.974,0.885,0.974,0.974,0.974,0.974,0.762,0.941,0.808,0.974,0.762,0.807,0.941,0.974,0.885,0.974,0.885,0.974,0.974,0.699,0.974,0.886,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.792,0.974,0.974,0.974,0.807,0.699,0.974,0.708,0.974,0.974,0.974,0.974
330,330,0.565,0.565,0.983,0.565,0.565,0.834,0.661,0.565,0.565,0.565,0.983,0.565,0.565,0.565,0.549,0.565,0.565,0.565,0.565,0.565,0.565,0.928,0.565,0.565,0.803,0.565,0.565,0.565,0.565,0.819,0.565,0.565,0.565,0.565,0.565,0.565,0.753,0.565,0.814,0.565,0.565,0.935,0.983,0.565,0.565,0.935,0.565,0.565,0.935,0.565,0.565,0.565,0.565,0.565,0.799,0.565,0.565,0.565,0.565,0.565,0.565
331,331,0.939,0.939,0.966,0.975,0.939,0.939,0.851,0.975,0.939,0.939,0.814,0.788,0.939,0.939,0.800,0.939,0.939,0.939,0.788,0.939,0.939,0.966,0.975,0.939,0.933,0.939,0.847,0.939,0.939,0.939,0.939,0.788,0.939,0.788,0.939,0.939,0.802,0.939,0.804,0.939,0.939,0.933,0.825,0.939,0.939,0.939,0.939,0.847,0.939,0.939,0.939,0.834,0.773,0.939,0.803,0.811,0.834,0.939,0.939,0.939,0.939
332,332,0.972,0.972,0.963,0.972,0.929,0.976,0.972,0.972,0.972,0.929,0.963,0.972,0.900,0.972,0.940,0.900,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.940,0.972,0.963,0.930,0.972,0.937,0.972,0.827,0.900,0.972,0.827,0.972,0.871,0.900,0.821,0.972,0.905,0.886,0.886,0.972,0.972,0.972,0.972,0.972,0.886,0.972,0.972,0.827,0.972,0.972,0.821,0.972,0.972,0.827,0.972,0.972,0.905
333,333,0.841,0.946,0.841,0.987,0.841,0.804,0.962,0.841,0.987,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.987,0.841,0.841,0.963,0.841,0.698,0.829,0.962,0.961,0.829,0.841,0.841,0.841,0.841,0.841,0.960,0.713,0.841,0.829,0.841,0.841,0.962,0.962,0.841,0.841,0.962,0.961,0.841,0.963,0.841,0.841,0.963,0.960,0.841,0.961,0.963,0.963,0.841,0.841,0.841,0.841
334,334,0.940,0.940,0.983,0.940,0.940,0.977,0.708,0.940,0.940,0.940,0.983,0.940,0.940,0.940,0.973,0.940,0.940,0.940,0.940,0.940,0.940,0.941,0.940,0.940,0.918,0.940,0.644,0.940,0.708,0.818,0.940,0.940,0.940,0.940,0.940,0.940,0.803,0.940,0.818,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.731,0.707,0.940,0.803,0.663,0.731,0.940,0.940,0.940,0.940
335,335,0.062,0.805,0.154,0.804,0.082,0.072,0.385,0.062,0.062,0.082,0.154,0.064,0.062,0.062,0.062,0.062,0.062,0.062,0.064,0.062,0.062,0.156,0.809,0.402,0.156,0.103,0.065,0.827,0.408,0.138,0.062,0.062,0.062,0.062,0.062,0.062,0.065,0.062,0.065,0.062,0.062,0.914,0.868,0.062,0.802,0.905,0.802,0.065,0.889,0.823,0.062,0.062,0.062,0.062,0.065,0.062,0.086,0.062,0.062,0.062,0.062
336,336,0.974,0.974,0.990,0.974,0.974,0.990,0.704,0.974,0.974,0.974,0.990,0.974,0.974,0.974,0.979,0.974,0.974,0.974,0.974,0.974,0.974,0.990,0.974,0.974,0.985,0.974,0.736,0.974,0.974,0.877,0.974,0.974,0.974,0.974,0.974,0.974,0.783,0.974,0.877,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.990,0.713,0.974,0.702,0.783,0.710,0.713,0.974,0.974,0.974,0.974
337,337,0.413,0.766,0.882,0.413,0.383,0.871,0.424,0.791,0.782,0.426,0.742,0.413,0.413,0.413,0.735,0.413,0.413,0.413,0.413,0.413,0.413,0.924,0.413,0.413,0.760,0.413,0.763,0.425,0.800,0.911,0.413,0.413,0.413,0.413,0.413,0.413,0.912,0.413,0.745,0.413,0.413,0.784,0.208,0.413,0.413,0.784,0.183,0.413,0.784,0.413,0.706,0.926,0.926,0.774,0.926,0.413,0.926,0.413,0.413,0.413,0.413
338,338,0.924,0.924,0.492,0.914,0.887,0.476,0.796,0.915,0.959,0.864,0.492,0.924,0.924,0.924,0.920,0.924,0.924,0.924,0.924,0.924,0.924,0.959,0.924,0.804,0.963,0.847,0.895,0.864,0.804,0.957,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.923,0.924,0.924,0.889,0.814,0.924,0.924,0.876,0.924,0.900,0.917,0.924,0.924,0.876,0.876,0.876,0.924,0.917,0.924,0.924,0.924,0.924,0.924
339,339,0.151,0.151,0.655,0.151,0.445,0.900,0.486,0.151,0.162,0.445,0.655,0.151,0.151,0.151,0.163,0.151,0.151,0.151,0.178,0.151,0.151,0.601,0.151,0.151,0.655,0.151,0.096,0.486,0.488,0.655,0.151,0.151,0.151,0.151,0.151,0.151,0.099,0.151,0.899,0.151,0.151,0.498,0.498,0.498,0.151,0.151,0.151,0.498,0.498,0.498,0.087,0.151,0.151,0.151,0.099,0.151,0.151,0.151,0.151,0.151,0.151
340,340,0.902,0.902,0.950,0.902,0.826,0.922,0.756,0.902,0.902,0.826,0.950,0.902,0.902,0.902,0.810,0.902,0.902,0.902,0.902,0.902,0.902,0.950,0.902,0.902,0.946,0.902,0.902,0.811,0.902,0.971,0.902,0.902,0.902,0.902,0.902,0.902,0.785,0.902,0.946,0.902,0.902,0.856,0.856,0.902,0.902,0.902,0.902,0.902,0.856,0.902,0.824,0.686,0.661,0.902,0.785,0.902,0.718,0.902,0.902,0.902,0.902
341,341,0.934,0.934,0.980,0.934,0.934,0.977,0.626,0.934,0.935,0.934,0.980,0.934,0.934,0.934,0.577,0.934,0.934,0.934,0.934,0.934,0.934,0.944,0.934,0.934,0.829,0.934,0.943,0.934,0.934,0.875,0.934,0.934,0.934,0.934,0.934,0.934,0.710,0.934,0.710,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.924,0.723,0.610,0.585,0.710,0.723,0.723,0.934,0.934,0.934,0.934
342,342,0.729,0.729,0.909,0.927,0.729,0.279,0.729,0.729,0.927,0.729,0.909,0.729,0.729,0.729,0.680,0.729,0.729,0.729,0.729,0.729,0.729,0.974,0.729,0.729,0.973,0.925,0.947,0.729,0.729,0.973,0.729,0.729,0.729,0.729,0.729,0.729,0.973,0.729,0.973,0.729,0.729,0.921,0.921,0.928,0.729,0.921,0.729,0.928,0.921,0.928,0.700,0.729,0.729,0.729,0.973,0.729,0.729,0.729,0.921,0.729,0.729
343,343,0.885,0.885,0.929,0.885,0.885,0.914,0.678,0.885,0.885,0.885,0.929,0.827,0.885,0.885,0.885,0.885,0.885,0.885,0.827,0.885,0.885,0.981,0.885,0.885,0.798,0.885,0.885,0.885,0.750,0.929,0.885,0.885,0.885,0.885,0.885,0.885,0.671,0.885,0.929,0.885,0.885,0.885,0.843,0.885,0.885,0.843,0.885,0.898,0.885,0.885,0.885,0.745,0.885,0.745,0.795,0.598,0.598,0.885,0.885,0.885,0.885
344,344,0.961,0.961,0.878,0.961,0.961,0.905,0.706,0.961,0.961,0.961,0.791,0.821,0.961,0.961,0.585,0.961,0.961,0.961,0.821,0.758,0.961,0.961,0.961,0.758,0.660,0.758,0.961,0.727,0.758,0.961,0.961,0.821,0.961,0.821,0.961,0.961,0.500,0.961,0.710,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.574,0.961,0.961,0.568,0.961,0.574,0.961,0.961,0.961,0.961
345,345,0.896,0.896,0.896,0.896,0.785,0.860,0.736,0.896,0.896,0.778,0.741,0.741,0.896,0.896,0.688,0.896,0.896,0.896,0.741,0.896,0.896,0.896,0.896,0.752,0.896,0.866,0.896,0.719,0.606,0.896,0.896,0.741,0.896,0.741,0.896,0.896,0.665,0.896,0.695,0.896,0.896,0.896,0.699,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.575,0.896,0.896,0.896,0.896,0.896,0.896
346,346,0.709,0.709,0.749,0.709,0.822,0.665,0.709,0.709,0.709,0.805,0.749,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.783,0.808,0.709,0.709,0.783,0.743,0.744,0.709,0.709,0.709,0.709,0.709,0.709,0.469,0.709,0.793,0.709,0.709,0.828,0.828,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.757,0.709,0.709,0.709,0.709,0.709,0.709
347,347,0.809,0.809,0.913,0.809,0.809,0.829,0.720,0.809,0.809,0.809,0.913,0.809,0.809,0.809,0.827,0.809,0.809,0.809,0.809,0.809,0.809,0.913,0.809,0.720,0.895,0.718,0.774,0.809,0.720,0.954,0.809,0.809,0.809,0.809,0.809,0.809,0.728,0.809,0.802,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.716,0.809,0.809,0.777,0.809,0.715,0.809,0.809,0.809,0.809
348,348,0.338,0.338,0.982,0.338,0.338,0.943,0.746,0.338,0.338,0.338,0.982,0.338,0.338,0.338,0.810,0.338,0.338,0.338,0.338,0.338,0.338,0.982,0.338,0.338,0.836,0.338,0.912,0.338,0.338,0.982,0.338,0.338,0.338,0.338,0.338,0.338,0.982,0.338,0.982,0.338,0.338,0.695,0.695,0.338,0.338,0.338,0.338,0.338,0.701,0.695,0.338,0.338,0.338,0.338,0.982,0.338,0.742,0.338,0.338,0.338,0.338
349,349,0.989,0.989,0.989,0.989,0.989,0.989,0.809,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.810,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.792,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.780,0.989,0.816,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.785,0.989,0.788,0.805,0.893,0.785,0.989,0.989,0.989,0.989
350,350,0.990,0.990,0.990,0.968,0.990,0.990,0.954,0.969,0.990,0.958,0.960,0.960,0.990,0.990,0.909,0.990,0.990,0.990,0.960,0.990,0.990,0.990,0.969,0.990,0.990,0.990,0.801,0.896,0.990,0.990,0.990,0.960,0.990,0.960,0.990,0.886,0.801,0.990,0.760,0.990,0.990,0.990,0.751,0.990,0.990,0.990,0.990,0.829,0.990,0.990,0.990,0.990,0.884,0.817,0.829,0.793,0.990,0.990,0.990,0.990,0.990
351,351,0.626,0.626,0.984,0.626,0.626,0.981,0.729,0.626,0.626,0.626,0.930,0.626,0.557,0.469,0.626,0.469,0.626,0.626,0.626,0.626,0.626,0.982,0.626,0.626,0.742,0.626,0.626,0.626,0.640,0.922,0.626,0.328,0.469,0.626,0.368,0.626,0.852,0.469,0.626,0.626,0.626,0.926,0.926,0.815,0.561,0.815,0.626,0.626,0.859,0.815,0.815,0.763,0.815,0.763,0.626,0.763,0.878,0.328,0.815,0.626,0.626
352,352,0.946,0.946,0.946,0.946,0.946,0.825,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.826,0.945,0.946,0.826,0.945,0.946,0.946,0.946,0.946,0.946,0.946,0.886,0.946,0.943,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.773,0.946,0.946,0.946,0.946,0.946,0.946
353,353,0.102,0.102,0.673,0.102,0.102,0.877,0.213,0.102,0.108,0.102,0.673,0.117,0.102,0.102,0.212,0.102,0.102,0.102,0.163,0.102,0.102,0.448,0.102,0.213,0.530,0.102,0.113,0.102,0.213,0.673,0.102,0.102,0.102,0.102,0.102,0.102,0.209,0.102,0.391,0.102,0.102,0.277,0.284,0.102,0.102,0.277,0.102,0.123,0.116,0.102,0.086,0.102,0.102,0.102,0.188,0.102,0.102,0.102,0.102,0.102,0.102
