,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
595,595,0.007,0.006,0.031,0.021,0.027,0.040,0.053,0.007,0.010,0.052,0.006,0.021,0.007,0.007,0.007,0.007,0.021,0.007,0.007,0.013,0.007,0.070,0.023,0.027,0.007,0.007,0.006,0.042,0.034,0.013,0.023,0.021,0.007,0.007,0.007,0.007,0.007,0.017,0.007,0.007,0.007,0.047,0.056,0.047,0.007,0.015,0.041,0.059,0.024,0.007,0.047,0.034,0.007,0.007,0.007,0.019,0.007,0.007,0.007,0.007,0.007
596,596,0.567,0.567,0.567,0.567,0.567,0.567,0.540,0.567,0.567,0.567,0.567,0.271,0.567,0.567,0.567,0.197,0.567,0.567,0.109,0.188,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.021,0.194,0.163,0.567,0.567,0.567,0.567,0.567,0.567,0.043,0.567,0.087,0.567,0.019,0.019,0.567,0.567,0.019,0.567,0.567,0.012,0.567,0.567,0.014,0.019,0.019,0.012,0.567,0.567,0.567,0.567,0.124,0.567
597,597,0.285,0.285,0.285,0.788,0.220,0.285,0.285,0.285,0.285,0.285,0.285,0.788,0.416,0.285,0.285,0.416,0.788,0.285,0.285,0.669,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.780,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.788,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.137,0.285,0.767,0.285,0.285,0.767,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285
598,598,0.039,0.004,0.107,0.039,0.146,0.165,0.298,0.039,0.004,0.174,0.004,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.331,0.039,0.131,0.131,0.081,0.039,0.039,0.160,0.054,0.037,0.131,0.081,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.131,0.143,0.144,0.115,0.166,0.147,0.115,0.081,0.144,0.081,0.165,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039
599,599,0.454,0.454,0.454,0.454,0.345,0.181,0.454,0.118,0.454,0.118,0.454,0.454,0.454,0.454,0.454,0.454,0.118,0.454,0.454,0.114,0.454,0.454,0.454,0.114,0.454,0.454,0.454,0.188,0.114,0.188,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.114,0.454,0.454,0.454,0.454,0.114,0.181,0.454,0.454,0.114,0.181,0.114,0.454,0.454,0.114,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454
600,600,0.148,0.148,0.148,0.210,0.284,0.810,0.148,0.148,0.148,0.148,0.148,0.210,0.148,0.148,0.148,0.148,0.210,0.148,0.148,0.672,0.148,0.871,0.792,0.783,0.827,0.148,0.148,0.148,0.698,0.792,0.871,0.403,0.210,0.148,0.148,0.148,0.148,0.783,0.148,0.148,0.148,0.698,0.698,0.148,0.148,0.698,0.698,0.148,0.148,0.148,0.148,0.148,0.236,0.148,0.148,0.210,0.148,0.148,0.148,0.148,0.148
601,601,0.095,0.024,0.057,0.009,0.229,0.095,0.101,0.024,0.095,0.057,0.095,0.073,0.095,0.095,0.095,0.095,0.086,0.095,0.095,0.092,0.095,0.088,0.085,0.086,0.095,0.009,0.095,0.043,0.095,0.049,0.085,0.095,0.095,0.095,0.095,0.095,0.095,0.132,0.095,0.095,0.095,0.038,0.025,0.038,0.075,0.043,0.057,0.025,0.049,0.095,0.038,0.039,0.095,0.095,0.043,0.095,0.095,0.095,0.095,0.095,0.095
602,602,0.027,0.017,0.075,0.009,0.681,0.098,0.027,0.017,0.027,0.075,0.027,0.027,0.066,0.027,0.027,0.066,0.066,0.027,0.027,0.104,0.027,0.075,0.050,0.050,0.104,0.009,0.027,0.075,0.589,0.050,0.050,0.027,0.027,0.027,0.027,0.027,0.027,0.673,0.027,0.027,0.027,0.050,0.081,0.050,0.050,0.050,0.050,0.081,0.050,0.027,0.050,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
603,603,0.125,0.033,0.089,0.014,0.588,0.186,0.125,0.033,0.125,0.089,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.106,0.125,0.089,0.076,0.076,0.125,0.014,0.125,0.089,0.588,0.089,0.076,0.125,0.125,0.125,0.125,0.125,0.125,0.167,0.125,0.125,0.125,0.089,0.074,0.089,0.125,0.089,0.050,0.074,0.089,0.125,0.089,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
604,604,0.248,0.248,0.248,0.675,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.675,0.248,0.248,0.248,0.248,0.675,0.248,0.248,0.675,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.675,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.675,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.675,0.248,0.248,0.675,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248
605,605,0.006,0.006,0.088,0.006,0.489,0.347,0.097,0.006,0.006,0.088,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.447,0.006,0.542,0.083,0.133,0.539,0.006,0.089,0.006,0.489,0.083,0.133,0.006,0.006,0.006,0.006,0.006,0.006,0.542,0.006,0.006,0.006,0.083,0.083,0.006,0.086,0.083,0.083,0.006,0.094,0.086,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
606,606,0.348,0.348,0.071,0.348,0.348,0.348,0.222,0.348,0.013,0.071,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.071,0.071,0.348,0.348,0.348,0.105,0.071,0.348,0.071,0.071,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.071,0.071,0.348,0.071,0.071,0.071,0.348,0.071,0.071,0.348,0.348,0.348,0.348,0.071,0.348,0.071,0.348,0.071,0.348,0.348
607,607,0.151,0.151,0.196,0.151,0.514,0.382,0.318,0.151,0.151,0.196,0.151,0.151,0.101,0.151,0.151,0.151,0.151,0.151,0.151,0.395,0.151,0.358,0.119,0.050,0.535,0.151,0.183,0.151,0.340,0.119,0.119,0.151,0.183,0.151,0.151,0.151,0.151,0.387,0.151,0.151,0.151,0.479,0.142,0.151,0.142,0.096,0.096,0.151,0.050,0.142,0.151,0.203,0.152,0.221,0.151,0.152,0.151,0.151,0.151,0.098,0.151
608,608,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.826,0.784,0.784,0.784,0.784,0.826,0.784,0.784,0.668,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.772,0.784,0.784,0.784,0.353,0.784,0.784,0.784,0.784,0.768,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.668,0.780,0.784,0.784,0.772,0.784,0.784,0.784,0.784,0.784
609,609,0.083,0.083,0.190,0.083,0.090,0.083,0.132,0.083,0.016,0.132,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.327,0.083,0.090,0.123,0.083,0.083,0.083,0.080,0.108,0.326,0.076,0.076,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.123,0.147,0.083,0.147,0.123,0.076,0.083,0.076,0.147,0.123,0.147,0.083,0.147,0.076,0.083,0.083,0.083,0.090,0.083,0.083
610,610,0.768,0.031,0.768,0.768,0.768,0.926,0.768,0.031,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.422,0.768,0.051,0.051,0.768,0.768,0.051,0.768,0.051,0.422,0.051,0.768,0.768,0.422,0.768,0.053,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.051,0.768,0.768,0.051,0.768,0.768,0.051,0.768,0.768,0.768,0.768,0.768,0.768,0.051,0.768,0.768,0.768,0.768,0.768
611,611,0.340,0.340,0.056,0.340,0.130,0.704,0.315,0.340,0.146,0.056,0.340,0.336,0.726,0.146,0.340,0.132,0.726,0.340,0.146,0.582,0.340,0.340,0.340,0.049,0.340,0.340,0.092,0.340,0.125,0.049,0.049,0.340,0.340,0.146,0.340,0.340,0.340,0.020,0.340,0.340,0.146,0.340,0.070,0.340,0.069,0.070,0.049,0.340,0.046,0.071,0.071,0.075,0.340,0.340,0.065,0.340,0.340,0.340,0.340,0.340,0.340
612,612,0.975,0.975,0.294,0.975,0.639,0.293,0.975,0.975,0.975,0.270,0.975,0.935,0.589,0.975,0.975,0.589,0.349,0.649,0.975,0.258,0.975,0.181,0.092,0.096,0.975,0.271,0.975,0.575,0.282,0.179,0.084,0.937,0.975,0.975,0.271,0.575,0.975,0.255,0.575,0.975,0.975,0.975,0.512,0.975,0.176,0.975,0.095,0.975,0.099,0.975,0.088,0.114,0.975,0.898,0.109,0.975,0.270,0.512,0.041,0.975,0.975
613,613,0.171,0.171,0.171,0.171,0.876,0.870,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.777,0.171,0.836,0.872,0.863,0.886,0.171,0.171,0.171,0.788,0.872,0.836,0.171,0.171,0.171,0.171,0.171,0.171,0.863,0.171,0.171,0.171,0.788,0.854,0.171,0.171,0.788,0.854,0.171,0.171,0.171,0.171,0.524,0.171,0.412,0.171,0.171,0.171,0.171,0.171,0.171,0.171
614,614,0.118,0.118,0.118,0.118,0.876,0.874,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.768,0.118,0.866,0.794,0.868,0.867,0.118,0.118,0.118,0.794,0.794,0.866,0.118,0.118,0.118,0.118,0.118,0.118,0.868,0.118,0.118,0.118,0.794,0.875,0.867,0.890,0.794,0.794,0.867,0.118,0.118,0.867,0.339,0.118,0.449,0.118,0.118,0.118,0.118,0.118,0.118,0.118
615,615,0.904,0.904,0.904,0.904,0.904,0.681,0.904,0.904,0.904,0.904,0.904,0.285,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.856,0.904,0.904,0.904,0.904,0.681,0.904,0.904,0.904,0.904,0.681,0.904,0.481,0.904,0.904,0.904,0.904,0.904,0.481,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.681,0.904,0.904,0.904,0.904,0.904,0.681,0.904,0.904,0.904,0.904,0.681,0.904,0.681,0.904,0.904
616,616,0.624,0.624,0.060,0.624,0.624,0.624,0.122,0.624,0.624,0.093,0.624,0.652,0.624,0.624,0.624,0.624,0.702,0.068,0.624,0.070,0.624,0.088,0.088,0.624,0.624,0.624,0.624,0.624,0.624,0.068,0.065,0.624,0.624,0.624,0.624,0.624,0.624,0.070,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.065,0.624,0.624,0.065,0.624,0.624,0.093,0.091,0.624,0.624,0.624,0.624,0.624
617,617,0.129,0.129,0.142,0.129,0.488,0.313,0.293,0.129,0.129,0.142,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.453,0.129,0.129,0.026,0.081,0.129,0.129,0.150,0.129,0.488,0.142,0.081,0.129,0.129,0.129,0.129,0.129,0.129,0.238,0.129,0.129,0.129,0.129,0.121,0.129,0.081,0.142,0.081,0.129,0.081,0.121,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129
618,618,0.796,0.796,0.796,0.796,0.803,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.773,0.796,0.796,0.796,0.796,0.796,0.796,0.664,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.664,0.796,0.796,0.796,0.766,0.796,0.796,0.796,0.796,0.664,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.664,0.796,0.664,0.796,0.796,0.796,0.664,0.796,0.796,0.664,0.796,0.796,0.796,0.664,0.796
619,619,0.925,0.925,0.925,0.156,0.399,0.709,0.925,0.925,0.326,0.925,0.925,0.110,0.925,0.580,0.580,0.925,0.115,0.925,0.925,0.850,0.925,0.156,0.156,0.156,0.776,0.925,0.925,0.326,0.059,0.170,0.156,0.447,0.925,0.925,0.925,0.925,0.925,0.089,0.925,0.925,0.925,0.925,0.925,0.925,0.768,0.925,0.928,0.925,0.118,0.925,0.856,0.864,0.925,0.925,0.084,0.925,0.681,0.925,0.084,0.925,0.925
620,620,0.297,0.070,0.297,0.297,0.297,0.297,0.104,0.297,0.070,0.297,0.070,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.070,0.070,0.297,0.070,0.070,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.104,0.070,0.070,0.297,0.070,0.070,0.070,0.297,0.070,0.070,0.070,0.297,0.070,0.070,0.297,0.297,0.297,0.297,0.297,0.297
621,621,0.731,0.731,0.189,0.739,0.331,0.092,0.320,0.731,0.358,0.189,0.731,0.382,0.689,0.333,0.787,0.358,0.430,0.731,0.358,0.135,0.731,0.731,0.212,0.092,0.731,0.731,0.102,0.731,0.088,0.073,0.053,0.078,0.731,0.358,0.731,0.731,0.357,0.060,0.731,0.731,0.336,0.731,0.115,0.731,0.731,0.057,0.098,0.731,0.731,0.731,0.731,0.188,0.731,0.079,0.171,0.731,0.326,0.731,0.052,0.731,0.731
622,622,0.162,0.162,0.162,0.162,0.822,0.860,0.162,0.162,0.162,0.162,0.162,0.162,0.173,0.162,0.162,0.162,0.162,0.162,0.162,0.655,0.162,0.443,0.695,0.443,0.853,0.162,0.162,0.162,0.695,0.695,0.443,0.162,0.178,0.162,0.162,0.162,0.162,0.695,0.162,0.162,0.162,0.695,0.859,0.553,0.551,0.695,0.822,0.553,0.273,0.162,0.695,0.162,0.182,0.162,0.162,0.182,0.162,0.162,0.162,0.273,0.162
623,623,0.127,0.069,0.127,0.039,0.396,0.127,0.127,0.069,0.127,0.139,0.127,0.164,0.235,0.127,0.127,0.235,0.160,0.127,0.127,0.167,0.127,0.139,0.111,0.134,0.127,0.039,0.127,0.039,0.103,0.111,0.134,0.167,0.127,0.127,0.127,0.127,0.127,0.095,0.127,0.127,0.127,0.139,0.127,0.134,0.068,0.127,0.223,0.134,0.095,0.127,0.111,0.126,0.127,0.211,0.211,0.127,0.180,0.127,0.180,0.127,0.127
624,624,0.406,0.406,0.406,0.406,0.073,0.406,0.406,0.406,0.130,0.125,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.786,0.406,0.073,0.073,0.125,0.406,0.406,0.406,0.125,0.599,0.073,0.073,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.073,0.406,0.125,0.406,0.073,0.406,0.073,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406
625,625,0.849,0.849,0.849,0.849,0.849,0.849,0.333,0.849,0.849,0.849,0.849,0.270,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.553,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.045,0.045,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.045,0.849,0.849,0.045,0.849,0.849,0.045,0.849,0.849,0.849,0.849,0.849,0.849
626,626,0.152,0.152,0.147,0.152,0.466,0.106,0.096,0.152,0.152,0.147,0.152,0.072,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.562,0.152,0.051,0.051,0.147,0.051,0.152,0.128,0.152,0.152,0.051,0.051,0.047,0.152,0.152,0.152,0.152,0.152,0.047,0.152,0.152,0.152,0.152,0.147,0.152,0.051,0.147,0.147,0.152,0.051,0.051,0.152,0.152,0.152,0.152,0.152,0.051,0.106,0.152,0.106,0.152,0.152
627,627,0.445,0.057,0.445,0.445,0.112,0.269,0.445,0.445,0.057,0.062,0.057,0.493,0.506,0.445,0.445,0.445,0.493,0.445,0.445,0.296,0.445,0.239,0.053,0.069,0.445,0.445,0.445,0.062,0.091,0.053,0.060,0.445,0.124,0.445,0.445,0.445,0.445,0.081,0.445,0.445,0.445,0.053,0.183,0.081,0.445,0.103,0.096,0.066,0.445,0.445,0.101,0.493,0.124,0.445,0.445,0.111,0.445,0.445,0.445,0.445,0.445
628,628,0.483,0.044,0.093,0.483,0.483,0.483,0.292,0.483,0.164,0.093,0.044,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.041,0.483,0.483,0.483,0.483,0.483,0.483,0.164,0.082,0.483,0.082,0.082,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.164,0.164,0.483,0.082,0.082,0.164,0.082,0.082,0.082,0.164,0.082,0.483,0.164,0.483,0.483,0.483,0.483,0.483,0.483,0.483
629,629,0.106,0.106,0.060,0.106,0.292,0.106,0.200,0.106,0.106,0.060,0.106,0.249,0.106,0.106,0.106,0.106,0.249,0.106,0.106,0.166,0.106,0.081,0.047,0.052,0.106,0.106,0.119,0.106,0.442,0.047,0.082,0.106,0.106,0.106,0.106,0.106,0.106,0.019,0.106,0.106,0.106,0.106,0.052,0.106,0.082,0.060,0.052,0.106,0.082,0.082,0.106,0.249,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106
630,630,0.011,0.011,0.093,0.011,0.477,0.546,0.095,0.011,0.011,0.093,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.384,0.011,0.138,0.079,0.140,0.530,0.011,0.089,0.011,0.477,0.079,0.138,0.011,0.011,0.011,0.011,0.011,0.011,0.129,0.011,0.011,0.011,0.079,0.079,0.138,0.138,0.079,0.079,0.011,0.138,0.138,0.134,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
631,631,0.079,0.079,0.117,0.079,0.642,0.289,0.179,0.079,0.079,0.117,0.079,0.006,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.367,0.079,0.079,0.050,0.050,0.289,0.079,0.161,0.079,0.392,0.050,0.050,0.094,0.079,0.079,0.079,0.079,0.079,0.342,0.079,0.079,0.079,0.050,0.068,0.079,0.050,0.050,0.050,0.079,0.050,0.068,0.050,0.079,0.079,0.079,0.079,0.079,0.289,0.079,0.342,0.079,0.079
632,632,0.069,0.069,0.149,0.069,0.666,0.584,0.189,0.069,0.069,0.149,0.069,0.022,0.116,0.069,0.069,0.116,0.116,0.069,0.069,0.407,0.069,0.069,0.096,0.096,0.682,0.069,0.069,0.069,0.656,0.054,0.054,0.069,0.069,0.069,0.069,0.069,0.069,0.082,0.069,0.069,0.069,0.656,0.069,0.069,0.069,0.656,0.140,0.069,0.054,0.069,0.069,0.060,0.069,0.069,0.081,0.069,0.069,0.069,0.069,0.069,0.069
633,633,0.802,0.802,0.119,0.802,0.846,0.802,0.802,0.802,0.802,0.119,0.802,0.213,0.802,0.802,0.802,0.802,0.802,0.266,0.802,0.746,0.802,0.083,0.083,0.256,0.802,0.802,0.802,0.802,0.846,0.083,0.083,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.055,0.802,0.256,0.802,0.055,0.802,0.055,0.091,0.802,0.802,0.802,0.802,0.802,0.802,0.124,0.802,0.802
634,634,0.276,0.154,0.276,0.115,0.658,0.276,0.276,0.154,0.276,0.273,0.276,0.185,0.126,0.276,0.276,0.276,0.276,0.276,0.276,0.091,0.276,0.273,0.073,0.143,0.276,0.115,0.276,0.115,0.073,0.073,0.143,0.101,0.126,0.276,0.185,0.276,0.276,0.046,0.276,0.276,0.276,0.273,0.276,0.143,0.073,0.046,0.276,0.143,0.073,0.276,0.073,0.276,0.385,0.046,0.276,0.101,0.101,0.276,0.046,0.276,0.276
635,635,0.017,0.006,0.046,0.007,0.588,0.687,0.017,0.006,0.017,0.046,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.121,0.017,0.077,0.050,0.077,0.050,0.007,0.017,0.046,0.588,0.050,0.077,0.017,0.017,0.017,0.017,0.017,0.017,0.153,0.017,0.017,0.017,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.046,0.017,0.050,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
636,636,0.215,0.110,0.173,0.047,0.743,0.243,0.438,0.110,0.215,0.173,0.215,0.238,0.084,0.215,0.215,0.342,0.215,0.215,0.215,0.111,0.215,0.165,0.126,0.153,0.215,0.047,0.214,0.173,0.151,0.097,0.079,0.238,0.428,0.215,0.238,0.215,0.215,0.050,0.215,0.215,0.215,0.126,0.097,0.126,0.215,0.173,0.045,0.165,0.050,0.215,0.126,0.145,0.142,0.133,0.215,0.050,0.131,0.215,0.215,0.163,0.215
637,637,0.031,0.020,0.031,0.031,0.157,0.173,0.031,0.020,0.031,0.067,0.031,0.031,0.077,0.031,0.031,0.077,0.077,0.031,0.031,0.369,0.031,0.067,0.074,0.074,0.498,0.031,0.031,0.067,0.094,0.049,0.057,0.031,0.031,0.031,0.031,0.031,0.031,0.149,0.031,0.031,0.031,0.049,0.179,0.057,0.081,0.049,0.049,0.067,0.081,0.031,0.057,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
638,638,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.078,0.078,0.911,0.911,0.078,0.911,0.911,0.078,0.078,0.078,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.078,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.078,0.911,0.911,0.911,0.911,0.911,0.911,0.911
639,639,0.900,0.900,0.900,0.900,0.106,0.860,0.900,0.119,0.900,0.307,0.900,0.223,0.900,0.900,0.900,0.900,0.119,0.900,0.119,0.823,0.900,0.900,0.834,0.916,0.900,0.900,0.900,0.307,0.106,0.179,0.916,0.840,0.900,0.307,0.900,0.900,0.900,0.834,0.307,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.106,0.900,0.900,0.900,0.900,0.900,0.900,0.167,0.675,0.219,0.900,0.900,0.172,0.900,0.900
640,640,0.930,0.930,0.930,0.930,0.098,0.189,0.930,0.930,0.179,0.930,0.930,0.930,0.930,0.179,0.930,0.179,0.930,0.930,0.179,0.768,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.165,0.930,0.930,0.930,0.930,0.179,0.930,0.930,0.930,0.156,0.930,0.930,0.179,0.930,0.930,0.930,0.930,0.930,0.165,0.930,0.930,0.930,0.930,0.930,0.930,0.098,0.930,0.930,0.930,0.930,0.098,0.930,0.930
641,641,0.685,0.685,0.685,0.685,0.944,0.544,0.685,0.685,0.685,0.685,0.685,0.370,0.753,0.685,0.685,0.738,0.725,0.685,0.685,0.665,0.685,0.685,0.685,0.755,0.473,0.685,0.685,0.685,0.747,0.876,0.685,0.409,0.791,0.685,0.353,0.685,0.685,0.859,0.685,0.685,0.685,0.469,0.685,0.685,0.685,0.816,0.685,0.685,0.558,0.685,0.906,0.715,0.888,0.411,0.931,0.874,0.841,0.685,0.949,0.685,0.685
642,642,0.872,0.872,0.872,0.872,0.783,0.648,0.872,0.872,0.872,0.872,0.872,0.487,0.787,0.872,0.872,0.872,0.872,0.872,0.872,0.677,0.872,0.872,0.362,0.362,0.872,0.872,0.872,0.872,0.677,0.872,0.362,0.487,0.743,0.872,0.487,0.872,0.872,0.677,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.286,0.872,0.677,0.872,0.872,0.872,0.677,0.493,0.493,0.677,0.493,0.872,0.872,0.907,0.872
643,643,0.412,0.412,0.412,0.412,0.347,0.478,0.412,0.412,0.412,0.412,0.412,0.412,0.186,0.412,0.412,0.412,0.412,0.412,0.412,0.687,0.412,0.362,0.783,0.362,0.789,0.412,0.412,0.412,0.787,0.687,0.362,0.789,0.742,0.412,0.412,0.412,0.412,0.687,0.412,0.412,0.412,0.687,0.412,0.412,0.412,0.687,0.295,0.412,0.333,0.412,0.774,0.412,0.276,0.687,0.412,0.789,0.412,0.412,0.687,0.333,0.412
644,644,0.646,0.646,0.646,0.646,0.783,0.646,0.646,0.646,0.646,0.646,0.646,0.819,0.290,0.646,0.646,0.290,0.646,0.646,0.646,0.681,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.816,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.819,0.646,0.646,0.646,0.819,0.646,0.646,0.646,0.646,0.681,0.646,0.816,0.646,0.819,0.349,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.819,0.646
645,645,0.222,0.020,0.120,0.031,0.303,0.251,0.222,0.040,0.019,0.108,0.019,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.238,0.222,0.053,0.053,0.094,0.222,0.031,0.222,0.108,0.303,0.053,0.053,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.053,0.071,0.053,0.046,0.053,0.094,0.053,0.053,0.222,0.053,0.251,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222
646,646,0.005,0.005,0.040,0.005,0.021,0.024,0.009,0.005,0.040,0.099,0.005,0.005,0.054,0.005,0.005,0.054,0.005,0.035,0.063,0.067,0.005,0.104,0.104,0.024,0.005,0.005,0.005,0.018,0.029,0.059,0.059,0.005,0.005,0.005,0.005,0.005,0.005,0.060,0.005,0.005,0.005,0.023,0.024,0.031,0.081,0.023,0.081,0.031,0.054,0.005,0.023,0.047,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
647,647,0.019,0.019,0.019,0.181,0.107,0.800,0.019,0.019,0.019,0.019,0.019,0.181,0.019,0.019,0.019,0.019,0.181,0.019,0.019,0.675,0.019,0.019,0.702,0.228,0.786,0.019,0.019,0.019,0.702,0.702,0.019,0.298,0.019,0.019,0.019,0.019,0.019,0.297,0.019,0.019,0.019,0.702,0.702,0.788,0.796,0.702,0.702,0.788,0.297,0.019,0.786,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
648,648,0.039,0.013,0.098,0.006,0.192,0.183,0.147,0.013,0.039,0.098,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.082,0.039,0.036,0.047,0.076,0.039,0.006,0.039,0.018,0.204,0.047,0.047,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.076,0.042,0.047,0.036,0.018,0.200,0.047,0.047,0.072,0.047,0.183,0.039,0.039,0.039,0.171,0.039,0.039,0.039,0.039,0.039
649,649,0.657,0.008,0.657,0.657,0.657,0.657,0.329,0.657,0.025,0.657,0.008,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.303,0.657,0.657,0.657,0.657,0.657,0.657,0.010,0.010,0.026,0.010,0.050,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.026,0.657,0.010,0.010,0.657,0.657,0.010,0.010,0.657,0.657,0.010,0.010,0.026,0.026,0.014,0.657,0.657,0.657,0.026,0.014,0.014,0.657
