,id,l_3c_0,l_3c_1,l_3c_2,l_3c_3,l_3c_4,l_3c_5,l_3c_6,l_3c_7,l_3c_8,l_3c_9,sommet,class
252,252.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6315.0,1.0
253,253.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6341.0,1.0
254,254.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6371.0,0.0
255,255.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6383.0,0.0
256,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6405.0,1.0
257,257.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6430.0,1.0
258,258.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6456.0,1.0
259,259.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6479.0,0.0
260,260.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6517.0,1.0
261,261.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6544.0,0.0
262,262.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6571.0,0.0
263,263.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6599.0,0.0
264,264.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6624.0,0.0
265,265.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6630.0,1.0
266,266.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6654.0,1.0
267,267.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6690.0,0.0
268,268.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6706.0,1.0
269,269.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6728.0,0.0
270,270.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6768.0,0.0
271,271.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6781.0,0.0
272,272.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6819.0,1.0
273,273.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6844.0,0.0
274,274.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6867.0,1.0
275,275.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6888.0,0.0
276,276.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6905.0,0.0
277,277.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6927.0,1.0
278,278.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6957.0,0.0
279,279.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6977.0,1.0
280,280.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7000.0,1.0
281,281.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7044.0,1.0
282,282.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7071.0,0.0
283,283.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7084.0,0.0
284,284.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7119.0,0.0
285,285.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7139.0,1.0
286,286.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7169.0,0.0
287,287.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7192.0,0.0
288,288.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7200.0,0.0
289,289.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7240.0,1.0
290,290.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7268.0,1.0
291,291.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7282.0,1.0
292,292.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7318.0,1.0
293,293.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7331.0,0.0
294,294.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7357.0,0.0
295,295.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7382.0,0.0
296,296.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7419.0,1.0
297,297.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7440.0,0.0
298,298.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7455.0,0.0
299,299.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7487.0,0.0
300,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7502.0,1.0
301,301.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7546.0,0.0
302,302.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7558.0,0.0
303,303.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7577.0,0.0
304,304.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7614.0,1.0
305,305.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7641.0,1.0
306,306.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7661.0,0.0
307,307.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7685.0,1.0
308,308.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7702.0,1.0
309,309.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7730.0,1.0
310,310.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7759.0,1.0
311,311.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7780.0,1.0
312,312.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7812.0,1.0
313,313.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7829.0,1.0
314,314.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7856.0,0.0
315,315.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7899.0,0.0
316,316.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7913.0,0.0
317,317.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7936.0,0.0
318,318.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7951.0,1.0
319,319.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7987.0,0.0
320,320.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8004.0,0.0
321,321.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8029.0,0.0
322,322.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8059.0,0.0
323,323.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8081.0,1.0
324,324.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8119.0,1.0
325,325.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8134.0,1.0
326,326.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8154.0,0.0
327,327.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8192.0,0.0
328,328.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8204.0,1.0
329,329.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8229.0,0.0
330,330.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8258.0,1.0
331,331.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8282.0,0.0
332,332.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8308.0,1.0
333,333.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8333.0,1.0
334,334.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8357.0,0.0
335,335.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8375.0,0.0
336,336.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8406.0,1.0
337,337.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8432.0,0.0
338,338.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8466.0,1.0
339,339.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8487.0,1.0
340,340.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8519.0,0.0
341,341.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8535.0,0.0
342,342.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8574.0,0.0
343,343.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8596.0,0.0
344,344.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8612.0,0.0
345,345.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8629.0,0.0
346,346.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8654.0,1.0
347,347.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8684.0,1.0
348,348.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8711.0,0.0
349,349.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8740.0,1.0
350,350.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8774.0,0.0
351,351.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8781.0,0.0
352,352.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8807.0,1.0
353,353.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8839.0,0.0
354,354.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8851.0,0.0
355,355.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8894.0,0.0
356,356.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8914.0,0.0
357,357.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8949.0,0.0
358,358.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8961.0,0.0
359,359.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8994.0,0.0
360,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9002.0,0.0
361,361.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9030.0,1.0
362,362.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9064.0,0.0
363,363.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9080.0,0.0
364,364.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9107.0,0.0
365,365.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9128.0,0.0
366,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9166.0,1.0
367,367.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9196.0,0.0
368,368.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9218.0,0.0
369,369.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9233.0,1.0
370,370.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9253.0,0.0
371,371.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9284.0,1.0
372,372.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9303.0,0.0
373,373.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9332.0,0.0
374,374.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9359.0,0.0
375,375.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9385.0,1.0
376,376.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9412.0,0.0
377,377.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9427.0,0.0
378,378.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9466.0,1.0
379,379.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9477.0,1.0
380,380.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9502.0,0.0
381,381.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9540.0,0.0
382,382.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9555.0,1.0
383,383.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9596.0,0.0
384,384.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9609.0,0.0
385,385.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9640.0,1.0
386,386.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9658.0,1.0
387,387.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9686.0,0.0
388,388.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9716.0,1.0
389,389.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9742.0,1.0
390,390.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9751.0,0.0
391,391.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9785.0,0.0
392,392.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9800.0,1.0
393,393.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9836.0,0.0
394,394.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9865.0,1.0
395,395.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9886.0,0.0
396,396.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9913.0,0.0
397,397.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9939.0,0.0
398,398.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9956.0,1.0
399,399.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9992.0,1.0
400,400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10014.0,0.0
401,401.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10038.0,0.0
402,402.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10068.0,1.0
403,403.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10085.0,1.0
404,404.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10116.0,1.0
405,405.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10139.0,1.0
406,406.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10155.0,1.0
407,407.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10193.0,0.0
408,408.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10218.0,0.0
409,409.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10231.0,1.0
410,410.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10257.0,1.0
411,411.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10285.0,1.0
412,412.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10315.0,1.0
413,413.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10349.0,0.0
414,414.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10357.0,1.0
415,415.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10389.0,1.0
416,416.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10401.0,1.0
417,417.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10431.0,1.0
418,418.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10453.0,1.0
419,419.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10475.0,0.0
420,420.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10524.0,0.0
421,421.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10526.0,1.0
422,422.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10574.0,0.0
423,423.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10582.0,1.0
424,424.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10611.0,0.0
425,425.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10632.0,0.0
426,426.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10674.0,0.0
427,427.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10691.0,0.0
428,428.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10718.0,1.0
429,429.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10729.0,0.0
430,430.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10769.0,0.0
431,431.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10792.0,0.0
432,432.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10824.0,0.0
433,433.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10829.0,0.0
434,434.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10868.0,0.0
435,435.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10891.0,0.0
436,436.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10911.0,0.0
437,437.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10936.0,0.0
438,438.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10954.0,1.0
439,439.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10997.0,1.0
440,440.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11015.0,0.0
441,441.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11030.0,1.0
442,442.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11063.0,1.0
443,443.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11080.0,1.0
444,444.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11114.0,1.0
445,445.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11133.0,1.0
446,446.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11166.0,1.0
447,447.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11181.0,0.0
448,448.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11200.0,1.0
449,449.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11236.0,1.0
450,450.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11252.0,1.0
451,451.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11282.0,1.0
452,452.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11310.0,0.0
453,453.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11340.0,0.0
454,454.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11369.0,0.0
455,455.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11386.0,1.0
456,456.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11404.0,1.0
457,457.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11430.0,1.0
458,458.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11454.0,0.0
459,459.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11488.0,0.0
460,460.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11516.0,0.0
461,461.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11526.0,0.0
462,462.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11558.0,1.0
463,463.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11581.0,1.0
464,464.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11604.0,0.0
465,465.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11638.0,0.0
466,466.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11674.0,0.0
467,467.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11683.0,0.0
468,468.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11707.0,1.0
469,469.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11744.0,0.0
470,470.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11755.0,0.0
471,471.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11793.0,0.0
472,472.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11803.0,1.0
473,473.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11837.0,0.0
474,474.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11869.0,0.0
475,475.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11890.0,1.0
476,476.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11903.0,1.0
477,477.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11931.0,1.0
478,478.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11954.0,1.0
479,479.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11977.0,1.0
480,480.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12014.0,1.0
481,481.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12046.0,0.0
482,482.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12057.0,0.0
483,483.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12082.0,0.0
484,484.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12114.0,1.0
485,485.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12127.0,0.0
486,486.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12159.0,0.0
487,487.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12191.0,0.0
488,488.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12204.0,0.0
489,489.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12230.0,0.0
490,490.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12267.0,1.0
491,491.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12290.0,1.0
492,492.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12315.0,1.0
493,493.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12326.0,0.0
494,494.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12354.0,0.0
495,495.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12378.0,0.0
496,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12404.0,0.0
497,497.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12443.0,0.0
498,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12455.0,1.0
499,499.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12489.0,1.0
500,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12517.0,1.0
501,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12535.0,0.0
502,502.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12559.0,0.0
503,503.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12579.0,1.0
504,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12609.0,1.0
